#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
42,"Something About Us","Daft Punk",69,100,"electro, filter house, rock","Hip Hop, Electronic, Rock","Discovery",2001-03-12,03:52,88,48,44,72,38,10,0,-13,A Minor,4,2019-11-08,1NeLwFETswx8Fzxl2AFl91,"Daft Life Ltd./ADA France",8A,GBDUW0000064
43,"Baby - Acoustic","Bishop Briggs",26,135,"modern alternative rock","Rock","Baby (Acoustic)",2018-11-16,03:21,76,36,71,0,32,0,0,-9,D Major,4,2019-11-08,65Wza2OBkKGIW17fome7pk,"Teleport Records / Island Records",10B,QMEU31723330
44,"Hard Twelve - The Ante","Beat Assailant",32,93,"hip-hop experimental","Electronic","Hard Twelve",2010-06-21,04:00,75,59,3,0,78,20,30,-4,G#/A♭ Major,4,2019-11-08,1MqrUTb4ezvBw7pE7I4613,"Twin Fizz Records",4B,FR98W0507101
45,"Midsummer Madness","88rising,Joji,Rich Brian",10,90,"asian american hip hop, viral pop, indonesian hip hop","Hip Hop, Pop","Head In The Clouds",2018-07-20,04:40,41,68,36,0,17,0,10,-8,A Major,4,2019-11-08,6TodWdTSDfzwgYynTZSvJn,"88rising Music/Warner Records",11B,ZZOPM1800318
46,"Ocean","Ella Vos",0,88,"alt z, electropop, indie electropop, indie poptimism, la pop","Pop","Ocean",2018-12-07,03:30,47,36,2,0,7,0,10,-11,B Major,4,2019-11-08,3hQKuj4sZ9L4Yn0RC2SIrI,"hwyl records, llc",1B,GBKPL1829359
47,"Strong","London Grammar",44,78,"metropopolis, nottingham indie","Electronic, Rock","If You Wait",2013-09-10,04:25,57,40,74,0,30,0,0,-11,A#/B♭ Major,4,2019-11-08,0QMK2WVjKy3iKdqajgDB1P,"Columbia",6B,USSM11304351
48,"River Water","The Spencer Lee Band",27,207,"modern funk","R&B","The Spencer Lee Band",2018-08-17,03:37,40,27,79,0,53,0,0,-8,D Major,3,2019-11-08,5fvkWSVHsECB1QZ6pG80zL,"Republic Records",10B,USUM71812254
49,"Please","Saro",0,99,"","","Please",2018-10-26,03:42,43,63,2,0,27,10,10,-10,E Minor,4,2019-11-08,0Tw0ySrNVkuLpLQ3v5GEMp,"Mateo Sound",9A,GBKPL1824211
50,"all day","Public Library Commute,Olivia Hale",19,162,"bedroom soul, ","R&B","Over Grey Skies",2019-06-17,03:01,70,43,72,50,13,0,50,-14,A Major,4,2019-11-08,3i7SfO5NTx3GYrpYCxOtU5,"public library commute",11B,QZDA71970219
51,"Terrified","Terror Jr",34,116,"alt z, electropop, indie poptimism, metropopolis","Pop, Electronic","Unfortunately, Terror Jr",2019-01-25,02:58,90,45,35,0,63,0,10,-9,G Major,4,2019-11-08,0tCD4um9Mbqli92icIS3Jo,"EFFESS/Atlantic",9B,USAT21900675
52,"I See You","Izzy",0,105,"","","I See You",2018-12-31,02:48,46,6,80,1,6,0,10,-24,D Major,3,2019-11-08,7ojn1jaqdyydbdqKJuIKUT,"Izzy",10B,TCADU1832101
53,"Where Have I Gone","Emmit Fenn,Charlotte Jane",0,109,"chill house, vapor soul, british soul, uk pop","R&B, Electronic, Pop","Where Have I Gone",2018-07-05,02:43,56,44,59,0,14,0,10,-8,G#/A♭ Major,4,2019-11-08,3hKjG8r4RevVFd0Ie9JcVV,"TH3RD BRAIN",4B,TCADS1818494
54,"Cruisin'","Austnamelia",33,100,"","","Cruisin'",2018-11-02,03:34,74,34,31,1,27,0,0,-11,C Major,4,2019-11-08,6b1P41ZMyoWqe39nMbfyBd,"Austnamelia",8B,usl4q1811199
55,"Coexist","LEO ISLO,Tontario",30,175,"vapor soul, finnish edm","Electronic, R&B","Coexist",2016-01-20,04:05,26,60,61,0,26,0,0,-6,F Minor,4,2019-11-08,0tNVNVxR2Ictscysh3zAsl,"PUZL Records",4A,US23A1500057
56,"Crazy Love","T R U V O N N E",17,140,"","","Crazy Love",2018-01-20,03:46,56,27,47,3,18,0,10,-15,C♯/D♭ Major,4,2019-11-08,40sOMAvFp8oIfv0LxFXFkE,"T R U V O N N E M U S I C",3B,QZAPG1870451
