#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
23,"Crush","Bella Poarch,Lauv",52,110,"modern alternative pop, pop","Pop","Crush",2023-09-15,02:55,63,83,25,0,29,0,30,-4,B Minor,4,2024-10-08,00Apys6jYrWA0Bse9Yon6O,"Warner Records",10A,USWB12304653
24,"Get Stüpid","bülow",4,110,"alt z, indietronica","Pop","Living Room Dance Party",2020-04-10,02:52,85,78,23,0,64,0,0,-5,B Minor,4,2024-10-08,7tFSFKC6JRlVECu9xJdeEg,"UME - Global Clearing House",10A,CAUM71900077
25,"Fixations","JOS,Ashdown,Spijk",23,110,"chill house","Electronic","Fixations",2024-01-05,03:13,90,59,35,0,71,10,10,-7,E Major,4,2024-10-08,1DPtuwtUxem0qvTRXz2Rzt,"Multicolor Records",12B,US38Y2309025
26,"About Damn Time","Lizzo",64,109,"escape room, minnesota hip hop, pop, trap queen","Pop, Hip Hop, R&B","About Damn Time",2022-04-14,03:11,84,74,10,0,72,0,30,-6,A#/B♭ Minor,4,2024-10-08,1PckUlxKqWQs3RlWXVBLw3,"Nice Life/Atlantic",3A,USAT22202139
27,"One Love","Alberto Ciccarini",41,110,"tropical house","Electronic","One Love",2022-09-16,03:01,53,75,1,0,18,10,10,-6,B Major,4,2024-10-08,22BmqTwpUA0n0SYMDAvoKl,"Paraiso",1B,BE8LH2200095
28,"All Designer - Low Tempo Edit","HEDEGAARD,CANCUN?",25,110,"danish electronic, scandipop","Electronic, Pop","All Designer (Low Tempo Edit)",2021-07-02,03:25,78,68,8,31,34,0,10,-11,F#/G♭ Minor,4,2024-10-08,2CihjObBj14mAmybKh6upu,"One Seven Music",11A,DK4YA2138903
29,"Middle","DJ Snake,Bipolar Sunshine",6,105,"dance pop, edm, electronic trap, pop, pop dance, gauze pop","Pop, Electronic, Hip Hop","Shush Up and Dance",2019-07-26,03:40,59,73,2,0,22,0,0,-4,C♯/D♭ Minor,4,2024-10-08,5T2bg9LJCfJ0RUPbzdvY4S,"UME - Global Clearing House",12A,USUM71515784
30,"Music","Patrice",22,103,"german reggae","Hip Hop","How Do You Call It?",2002-02-06,03:19,92,50,19,0,83,0,10,-8,G Major,4,2024-10-08,1266pB56FyPhBM1Hco4hD5,"yo mama records",9B,DEK560200880
31,"Ghost Boy","Jacob Tillberg",44,100,"meme","Pop","Ghost Boy",2021-01-15,03:27,79,63,25,0,32,0,10,-7,E Minor,4,2024-10-08,6Sjl4KtCBxaJza3BTTXJE6,"Discover Records",9A,TCAFI2166350
32,"GO STUPID GO CRAZY","Adam Oh,BangerOfTheDay",57,101,"","","GO STUPID GO CRAZY",2019-11-22,01:55,71,60,23,0,80,30,0,-8,G Major,4,2024-10-08,6EgK65rlpSmPbw8V1Re6ZI,"Adam Oh",9B,QZHNB1956510
