#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
163,"carpool","Zachary Knowles",30,172,"bedroom soul, chill pop, singer-songwriter pop","R&B, Pop","carpool",2021-03-12,02:44,56,61,46,0,52,10,0,-9,A#/B♭ Major,4,2024-06-03,6fAfv4dn8FbcIsXhU0Jed7,"FADER Label",6B,US4HB2100265
164,"Fade Away (feat. Rhi'N'B)","Bolier,Arman Cekin,Rhi'N'B",0,100,"deep tropical house, bass trap, ","Hip Hop, Electronic","Fade Away (feat. Rhi'N'B)",2021-07-09,02:38,72,58,34,6,45,10,20,-9,G Major,4,2024-06-03,4aZ9uL2VqIyRHansZ87JaZ,"FRCST RCRDS",9B,ZZOPM2105879
165,"WET","Brevis,M.I.M.E",3,95,"traprun","Electronic","WET",2020-09-14,02:25,81,65,36,0,54,10,10,-6,C♯/D♭ Major,4,2024-06-03,17KJtuPACSBQUNc5XBtrFG,"Magic Records",3B,QZKDK2181741
166,"Ma Chérie","Naïka",51,94,"","","Lost in Paradïse, Pt. 2",2021-06-25,03:27,68,56,60,0,27,0,10,-9,E Minor,4,2024-06-03,4ZXyPNr79hrUoPWNXXRhQB,"Naïka Music",9A,GBKPL2154728
167,"Either Way - Maleek Berry Remix","Snakehips,Anne-Marie,Maleek Berry",29,89,"electropop, uk dance, vapor soul, pop, afrobeats, afropop, nigerian pop, swedish dancehall, uk dancehall","R&B, Pop, World/Traditional, Electronic","Either Way (The Remixes) (feat. Joey Bada$$)",2017-10-13,03:07,65,68,4,0,52,10,10,-6,C Minor,4,2024-06-03,5W2neeWN7KATOVxRRmB1ri,"Hoffman West/Columbia",5A,GBARL1701649
168,"worst behavior","Ariana Grande",31,100,"pop","Pop","Positions (Deluxe)",2021-02-19,02:04,73,65,37,0,49,10,10,-6,F Minor,4,2024-06-03,5hixQFzlu1sabD6p3kiS7v,"Republic Records",4A,USUM72102134
169,"It Runs Through Me (feat. De La Soul)","Tom Misch,De La Soul",64,97,"indie soul, jazz pop, east coast hip hop, golden age hip hop, hip hop, jazz rap","Hip Hop, R&B, Pop","Geography",2018-04-06,04:21,80,61,20,0,28,30,20,-11,B Minor,4,2024-06-03,0vMctOnb4YNIvbqgkbWNDy,"Beyond The Groove 4",10A,GBKPL1790989
170,"I.F.L.Y.","Bazzi",30,105,"pop","Pop","Soul Searching",2019-08-07,02:45,82,53,40,0,48,0,10,-5,D Major,4,2024-06-03,0z75UsnZXqlGfC81z6ju9Z,"iamcosmic",10B,USAT21903827
171,"Aleg Să Iert","Stefania",0,100,"romanian pop","Pop","Aleg Să Iert",2019-10-15,03:28,78,74,27,0,22,0,0,-5,G Minor,4,2024-06-03,7yhnSi3hVOwWw8N2zmiBHC,"Cat Music",6A,ROCMA1911975
172,"Chariot","Mega",5,92,"uk contemporary r&b","R&B","Chariot",2018-08-10,03:36,74,35,84,12,23,0,10,-8,A Major,4,2024-06-03,1eOuuW7VHBrIpwQ8drsPQN,"Mega",11B,US23A1500880
173,"Partition","Beyoncé",32,88,"pop, r&b","Pop, R&B","BEYONCÉ [Platinum Edition]",2014-11-24,05:19,45,44,3,7,17,20,30,-12,B Minor,4,2024-06-03,4wXMexNGv2KJKrnoeDo23W,"Parkwood Entertainment/Columbia",10A,USSM11307880
