#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
32,"Therefore I Am","Billie Eilish",69,94,"art pop, pop","Pop","Therefore I Am",2020-11-12,02:54,89,34,22,13,72,0,0,-8,B Minor,4,2021-08-09,54bFM56PmE4YLRnqpW6Tha,"Darkroom/Interscope Records",10A,USUM72021500
33,"Love Is Found","Sade",45,90,"british soul, sophisti-pop","R&B, Pop","The Ultimate Collection",2011-05-09,04:08,76,40,3,48,4,10,10,-9,A#/B♭ Minor,4,2021-08-09,5Mxq7vByHJGcKLsSb85J8G,"RCA Records Label",3A,GBARL1100295
34,"Ain't Nobody","Jasmine Thompson",31,97,"viral pop","Pop","Ain't Nobody",2013-09-15,03:42,77,23,67,0,40,0,0,-9,D Minor,4,2021-08-09,242sQ152wimZwtru07rw0n,"Nowever Records",7A,GBWFS1300012
35,"comethru","Jeremy Zucker",72,94,"alt z, electropop, pop","Pop","summer,",2018-09-28,03:01,80,18,61,0,61,0,60,-12,C Major,4,2021-08-09,18uwL0vNUanqZH0ro2QcOP,"Republic Records",8B,USUM71813455
36,"Mosaïque","Ash",57,93,"arab electronic","Electronic","Mosaïque",2016-04-09,03:41,67,77,25,80,24,0,20,-6,G Minor,4,2021-08-09,3bbqxT5UGZsvTy1r3txs0t,"Ash",6A,QM4DW1631906
37,"Burn With Me","Whilk & Misky",21,101,"uk alternative pop","Pop","Burn With Me",2015-04-06,04:29,81,47,43,33,11,0,10,-11,D Major,4,2021-08-09,19iszP3kTNtHoqbNoXeWQf,"Universal-Island Records Ltd.",10B,GBUM71501851
38,"Let's Burn Down The Cornfield - 2006 Remaster","Lou Rawls",20,132,"classic soul, disco, motown, philly soul, quiet storm, soul, soul blues","R&B, Blues","The Best Of Lou Rawls - The Capitol Jazz & Blues Sessions",2006-01-01,03:03,60,18,50,0,47,0,0,-15,A#/B♭ Minor,3,2021-08-09,75gpgVKbgapGmVfgNcA7Vu,"Capitol Records",3A,USBN20600100
39,"Slow Fade","Ruth B.",0,80,"alt z, canadian contemporary r&b, canadian pop, pop","Pop, R&B","Maybe I'll Find You Again",2019-03-22,03:31,73,31,77,0,39,0,0,-10,D Major,4,2021-08-09,3KAPg0XP3176meHGFGN16F,"Downtown Records",10B,USSM11807663
40,"Let Me Love You","William Singe",32,100,"pop r&b, teen pop","R&B, Pop","Let Me Love You",2016-08-19,03:19,59,54,26,0,9,30,10,-10,C Minor,4,2021-08-09,5coh8S0j1xbntPrSCKVO19,"Over Media",5A,QM2PV1692911
41,"Worry","Jack Garratt",45,90,"uk alternative pop","Pop","Phase (Deluxe)",2016-02-19,04:02,59,49,17,0,34,20,50,-10,A Minor,4,2021-08-09,5mLcaGVV89H58FWJ677E6K,"Universal-Island Records Ltd.",8A,QMFMG1471602
42,"Don't Let Go","Strong Asian Mothers",0,160,"","","Don't Let Go",2016-10-21,02:38,66,53,10,0,38,10,30,-8,E Minor,4,2021-08-09,6re2wfSQbSFqQDeTxImshl,"Old Money Land Money Records",9A,GBKPL1672125
43,"All Time Low / Guillotine","Exit 245",23,95,"a cappella","Jazz","Prototype",2016-12-08,04:00,48,57,42,0,40,0,0,-8,A Minor,4,2021-08-09,1o9DmiIsCFPq1uJXkBXaDa,"James Gammon Productions",8A,USY281609828
44,"Umbrella","why mona",20,180,"la pop","Pop","Umbrella",2020-05-15,03:56,56,67,7,0,53,10,30,-9,B Minor,4,2021-08-09,2t9kYCwMYHIf0eBKfBPvqe,"Spinnin' Records",10A,NLZ542000632
45,"Redbone (Stay Woke)","Nath Brooks",23,80,"","","Redbone (Stay Woke)",2017-04-08,03:17,70,10,54,0,32,0,0,-21,D#/E♭ Minor,4,2021-08-09,3nASKmTpghfS1hddq8e9xv,"Independent",2A,AUBEC1702465
46,"Get Lucky","Naughty Boy,Tanika",12,180,"uk contemporary r&b, ","R&B","Hotel Cabana (Deluxe Version)",2014-01-01,04:17,47,66,11,0,59,10,0,-9,F#/G♭ Minor,4,2021-08-09,015Y3MiBzCNre0K7UY5tvE,"Virgin Records Ltd",11A,GBUM71304156
