#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
34,"Lost Without U","Robin Thicke",63,113,"dance pop, neo soul, pop rap, r&b, urban contemporary","Pop, R&B, Hip Hop","The Evolution of Robin Thicke",2006-01-01,04:14,66,35,23,0,82,10,10,-12,C Major,5,2024-10-22,4V2F0DZrAXOWq9hkwMMG3x,"The Neptunes",8B,USUM70507488
35,"Can't Take My Eyes Off You","Joseph Vincent",61,88,"viral pop","Pop","Can't Take My Eyes Off You",2017-10-02,02:43,71,14,83,0,58,0,0,-12,C♯/D♭ Major,4,2024-10-22,5O0vv59rTNu0zJ2s9xI2GW,"Joseph Vincent",3B,USE831589940
36,"Eden","Hooverphonic",19,83,"downtempo, electronica, trip hop","Electronic, Pop","The Best of Hooverphonic",2016-10-21,03:33,47,56,2,81,17,0,10,-10,E Minor,4,2024-10-22,6GQhtxIQcsqFv98W83O1G0,"Columbia",9A,BEU019801028
37,"Dirty Blues","Heather Newman",18,85,"","","Burn Me Alive",2017-12-01,04:11,60,37,42,0,36,0,10,-12,A Minor,4,2024-10-22,0qO8yqfUKFlgHtpi5UKKNC,"VizzTone",8A,QMEU31719918
38,"Dandelion","VAX",28,84,"","","Dandelion",2019-08-16,02:36,70,57,42,0,72,0,0,-6,A#/B♭ Minor,4,2024-10-22,7gGv9FOPeJrYmumUkqAjIA,"A-P Records",3A,SE5W31800110
39,"Lullabies","Yuna",37,85,"malaysian pop","Pop","Yuna",2012-04-24,04:05,71,34,47,3,32,0,0,-9,F Major,4,2024-10-22,65NgzrJQYejo06ddrg8tbp,"FADER LABEL",7B,US4HB1200001
40,"I Feel Like I'm Drowning","Two Feet",76,105,"indie poptimism, modern rock","Pop, Rock","A 20 Something Fuck",2018-10-05,03:05,72,58,71,0,24,0,0,-5,G#/A♭ Major,3,2024-10-22,3aauaXWRgwCMoykMbI0Jq1,"Republic Records",4B,USUM71709320
41,"What A Wonderful World","Sofi Tukker",42,83,"edm","Electronic","WET TENNIS",2022-04-29,02:54,61,58,75,0,44,0,10,-7,F Minor,4,2024-10-22,4AsCoWKZ7i1c5WY5xWkhz9,"Ultra Records, LLC",4A,QM37X2100009
42,"Shape Of You","Jamie Cullum",41,82,"contemporary vocal jazz, jazz pop, neo mellow","Jazz, Pop, Folk/Acoustic","The Song Society Playlist",2018-12-25,04:01,67,47,38,0,51,10,20,-10,C♯/D♭ Major,4,2024-10-22,3LSTH3dFJ8tcZ1sXPKzPb1,"Universal-Island Records Ltd.",3B,GBUM71807745
43,"I'm Not The Only One","Sam Smith",0,82,"pop, uk pop","Pop","In The Lonely Hour (Deluxe Edition)",2014-01-01,03:59,68,49,56,0,52,0,0,-6,F Major,4,2024-10-22,1VbhR6D6zUoSTBzvnRonXO,"Universal Music Ltd.",7B,GBUM71308836
44,"Blind Spot","Saint Chaos",50,160,"bossbeat, dark r&b","Pop, R&B","Seeing Red",2021-11-19,02:03,75,52,32,0,81,20,20,-5,C♯/D♭ Minor,4,2024-10-22,0VXqogSZeJuWnF0NGz4VPk,"The Royal Damage",12A,DERK42100061
45,"Get High","Chet Faker",13,81,"art pop, indietronica","Pop","Get High",2021-02-05,03:42,70,57,54,14,56,0,20,-9,F Major,4,2024-10-22,1lfKSD8h3GeCx1VGJ2IyZM,"BMG Rights Management (Australia) Pty Ltd.",7B,AUOXM2000279
46,"OT","John K",36,79,"singer-songwriter pop","Pop","OT",2017-09-06,03:11,73,44,44,0,62,0,10,-6,F Major,4,2024-10-22,0uSKNiPBQeTS9O6UOocINf,"Keyzar Entertainment LLC",7B,GBKPL1786897
47,"Shivers","OSIS",18,152,"","","Shivers",2021-11-26,02:21,78,39,90,0,72,10,10,-7,A Minor,4,2024-10-22,7gafHtjoZFtbK1vB6Hhkbb,"OSIS",8A,QZ8R71700412
48,"RUNNING","NF",67,146,"hip hop, pop rap","Hip Hop","HOPE",2023-04-07,04:13,55,60,26,0,30,0,10,-6,F Major,4,2024-10-22,1l0wPhFZP1kWkZNQrrYrGy,"NF Real Music II",7B,USUM72300457
