#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
62,"Mirage","Else",27,95,"new french touch","Electronic","Mirage",2016-01-25,03:57,77,63,21,22,18,10,10,-7,C Major,4,2022-04-26,1KsKIbwhMyQyWpNpNPCfcH,"L’ordre Music",8B,FR9W11600525
63,"About You","Else,Aether",21,108,"new french touch, ","Electronic","Mirage",2016-01-25,03:48,81,58,5,3,20,0,10,-7,F#/G♭ Minor,4,2022-04-26,7M6HpWI8nf99CUoskK9LnV,"L’ordre Music",11A,FR9W11600526
64,"Tama","Else",14,93,"new french touch","Electronic","Mirage",2016-01-25,03:44,76,50,31,38,32,0,10,-7,F#/G♭ Minor,4,2022-04-26,4QjG826yjVbCEV2kdPLdUt,"L’ordre Music",11A,FR9W11600527
65,"Oceanside","Else",27,115,"new french touch","Electronic","Mirage",2016-01-25,01:56,86,32,70,74,43,0,10,-8,B Minor,4,2022-04-26,74D3jUSh2JKUX91dmMD95q,"L’ordre Music",10A,FR9W11600528
66,"Bellz","TroyBoi",47,132,"bass trap, electronic trap","Hip Hop","V!BEZ, Vol. 4",2021-01-29,02:40,82,73,3,81,96,0,80,-7,G Minor,4,2022-04-26,753DZsGGXlasRCp48FmOhH,"T Dot Music",6A,TCAFI2158436
67,"Eyez on Me","TroyBoi,Nina Sky",31,97,"bass trap, electronic trap, hip pop","Hip Hop, Pop","V!BEZ, Vol. 4",2021-01-29,03:22,75,68,15,0,40,10,10,-7,D Major,4,2022-04-26,2oU690wzSBZGKMbgw0EOe2,"T Dot Music",10B,TCAFI2158471
68,"Corneta","TroyBoi,Tropkillaz",34,134,"bass trap, electronic trap, afrofuturismo brasileiro, funk carioca, pop nacional","Latin, Hip Hop, Pop","V!BEZ, Vol. 4",2021-01-29,02:51,81,64,6,82,92,0,60,-5,G#/A♭ Major,4,2022-04-26,7yi3uhXXumZJzwRiP38QMO,"T Dot Music",4B,TCAFI2158483
69,"Baby","TroyBoi",21,100,"bass trap, electronic trap","Hip Hop","V!BEZ, Vol. 4",2021-01-29,03:01,84,65,35,0,71,10,10,-5,C♯/D♭ Major,4,2022-04-26,0nwPWaMQgjz0p64P2MHrb9,"T Dot Music",3B,TCAFI2158496
70,"Unstoppable","TroyBoi",23,150,"bass trap, electronic trap","Hip Hop","V!BEZ, Vol. 4",2021-01-29,03:28,72,48,2,79,10,0,10,-10,G#/A♭ Major,4,2022-04-26,3nw6IbMXpzy1cebxD9YAql,"T Dot Music",4B,TCAFI2158501
71,"On My Own","TroyBoi,Nefera",44,123,"bass trap, electronic trap, ","Hip Hop","V!BEZ, Vol. 4",2021-01-29,03:55,76,77,7,1,16,0,10,-6,G Minor,4,2022-04-26,0Oe98pXkRP4PtUWdKWkHZo,"T Dot Music",6A,TCAFI2158520
72,"Clear Waters","TroyBoi",27,80,"bass trap, electronic trap","Hip Hop","V!BEZ, Vol. 4",2021-01-29,02:34,63,39,25,75,9,0,60,-12,D Minor,4,2022-04-26,5NJikCccE0cz1cVuoYRTKC,"T Dot Music",7A,TCAFI2158523
73,"U Shud Kno","TroyBoi",28,95,"bass trap, electronic trap","Hip Hop","V!BEZ, Vol. 2",2018-11-09,03:22,80,53,8,10,20,0,20,-11,F Minor,4,2022-04-26,29yYFMNEAefRigbDLGyt07,"Mad Decent",4A,USZ4V1800209
74,"Reload Dat","TroyBoi",22,145,"bass trap, electronic trap","Hip Hop","V!BEZ, Vol. 2",2018-11-09,02:47,86,45,8,27,40,10,0,-6,G#/A♭ Major,4,2022-04-26,0PCrQ6QfLEwpMZFQe35ubK,"Mad Decent",4B,USZ4V1800211
75,"SHOW OFF","TroyBoi,Healthy Chill",21,90,"bass trap, electronic trap, ","Hip Hop","V!BEZ, Vol. 2",2018-11-09,03:26,76,80,28,0,67,0,20,-3,G#/A♭ Major,4,2022-04-26,3sEWf3y5aFfcmrsnIfqvyb,"Mad Decent",4B,USZ4V1800212
76,"Frustrated","TroyBoi,Destiny",23,131,"bass trap, electronic trap, ","Hip Hop","V!BEZ, Vol. 2",2018-11-09,03:55,61,60,50,2,43,0,10,-3,F Minor,4,2022-04-26,6sCgkrYKENKyfMQIuU6GY3,"Mad Decent",4A,USZ4V1800185
77,"Drip (No Mayo)","TroyBoi,icekream",30,101,"bass trap, electronic trap, ","Hip Hop","V!BEZ, Vol. 2",2018-11-09,02:13,93,72,2,0,19,0,10,-4,G Major,4,2022-04-26,4gSfsuCiyTGqUhlUJR8GcN,"Mad Decent",9B,USZ4V1800213
78,"Laalach","TroyBoi",35,122,"bass trap, electronic trap","Hip Hop","V!BEZ, Vol. 2",2018-11-09,03:03,71,75,3,83,7,0,0,-5,F#/G♭ Minor,4,2022-04-26,4j6pBh2PJo6UTdK4mt9ONc,"Mad Decent",11A,USZ4V1800214
79,"B.I.A","TroyBoi",33,136,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,03:56,82,48,0,9,39,10,30,-7,F#/G♭ Minor,4,2022-04-26,5eug6dDFWvTOiC4m5TUHuz,"T Dot Music / Sunset Entertainment Group",11A,USLD91710629
80,"What You Know","TroyBoi",24,142,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,04:10,86,44,1,16,29,0,0,-7,A#/B♭ Major,4,2022-04-26,4qXybe1dP2hLETgMuI0uo4,"T Dot Music / Sunset Entertainment Group",6B,USLD91710630
81,"Hooper (feat. Healthy Chill)","TroyBoi,Healthy Chill",18,140,"bass trap, electronic trap, ","Hip Hop","Left Is Right",2017-08-25,02:51,75,84,5,1,74,20,20,-3,G#/A♭ Minor,4,2022-04-26,5amCYl1Y1ZhB6OhyGIzlmJ,"T Dot Music / Sunset Entertainment Group",1A,USLD91710631
82,"Her (feat. Nefera & Y.A.S)","TroyBoi,Nefera,yasaquarius",24,144,"bass trap, electronic trap, ","Hip Hop","Left Is Right",2017-08-25,03:55,75,77,25,0,83,10,0,-5,F#/G♭ Minor,4,2022-04-26,7v1u4kHTNsVKiU9U4XogPF,"T Dot Music / Sunset Entertainment Group",11A,USLD91710632
83,"Back To The Wall","TroyBoi",20,140,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,03:57,77,71,18,27,59,0,10,-5,D#/E♭ Minor,4,2022-04-26,6IfsvWQORqjmG3tQxyB516,"T Dot Music / Sunset Entertainment Group",2A,USLD91710633
84,"Wavey","TroyBoi",17,162,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,04:20,54,92,49,22,51,10,40,-5,G#/A♭ Minor,4,2022-04-26,12cZUiexVRUXtBqqhn3qoj,"T Dot Music / Sunset Entertainment Group",1A,USLD91710634
85,"Tender Love","TroyBoi",21,121,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,04:40,75,89,22,14,57,0,0,-5,G#/A♭ Major,4,2022-04-26,3MsD6X5R8KQ7jErrxmezHd,"T Dot Music / Sunset Entertainment Group",4B,USLD91710635
86,"Interlude - Jammin Sessions Vol 808 (feat. Jim Beanz)","TroyBoi,Jim Beanz",19,136,"bass trap, electronic trap, ","Hip Hop","Left Is Right",2017-08-25,03:05,72,77,5,1,58,0,0,-5,A#/B♭ Minor,4,2022-04-26,70CH8sGweaBpfp8NWEMaUG,"T Dot Music / Sunset Entertainment Group",3A,USLD91710636
87,"ili","TroyBoi",47,174,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,04:05,63,59,6,0,77,10,40,-7,A Major,4,2022-04-26,59QmjU5K8XQTfj9JjFNb4Z,"T Dot Music / Sunset Entertainment Group",11B,USLD91710637
88,"Kurta Kente","TroyBoi",18,110,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,04:11,86,68,3,84,24,0,20,-4,D Major,4,2022-04-26,4Sd0Af1ON0hovVHVlO9SqN,"T Dot Music / Sunset Entertainment Group",10B,USLD91710638
89,"KinjaBang","TroyBoi",36,75,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,01:46,77,77,2,1,38,30,30,-5,A Minor,4,2022-04-26,0XddCYuoHRELfWxXBYAXsU,"T Dot Music / Sunset Entertainment Group",8A,USLD91710639
