Artist,Song,notes,note_source
Beyonce,Love on Top,Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
Jason DeRulo,Kiss The Sky,2016-09-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
"Charlotte Cardin, CRi",Fous N’importe Où,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
Sam Hunt,Body Like A Back Road,2017-03-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Brandon & Leah,Showstopper,2013-12-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Lupe Fiasco ft. Mdma,Coming Up,2011-09-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Keb Mo,I Remember You,2019-06-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Juzzie Smith,Jamming,GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Palmistry,Paigon,Top Picks: Martin Lahmann,GSDJ - https://proswingdjs.com/
Why Don’t We,8 Letters,2019-02-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Coldplay,Magic,2014-05-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
"Bakermat, Nic Hanson",Higher (Escalators),2024-02-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Iggy Azalea ft. Jennifer Hudson,Trouble,Top Picks: Donna Conley,GSDJ - https://proswingdjs.com/
ZZ Ward,Put The Gun Down,2013-01-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Mary J Blige,A Night To Remember,2014-07-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Anthony Hamilton,Mad,2012-03-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
RAC,Cheap Sunglasses,Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
Charlie Wilson,Oooh Wee,2013-04-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Tai Verdes,DRUGS,Top Picks: Kaiano Levine,GSDJ - https://proswingdjs.com/
Mark Ronson Ft Bruno Mars,Uptown Funk,2014-11-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
John Mayer,Something Like Olivia,2012-07-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Charlie Puth,Empty Cups,2018-06-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Ciara,Thinkin’ Bout You,2019-04-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Cee-Lo Green,"Bright Lights, Bigger City",2011-06-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Janet Jackson,That’s the way love goes,Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
Tessanne Chin,Fire,2017-01-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Tones and I,Dance Monkey,2019-11-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Austin Mahone,Except For Us,2017-02-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Stefanie Heinzmann,Do Your Thing,2010-03-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Diana Vickers,Music to Make Boys Cry Acoustic),2013-10-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Jonas Brothers,Five More Minutes,2020-05-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Usher,She Came To Give It To You,2014-09-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
X Ambassadors,BOOM,2019-02-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Daley,Look Up,2014-02-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Phlake,Gone,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
Hailee Steinfeld,Starving,2016-08-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Charlie Wilson,Never Get Enough,2011-03-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
John Mayer,Free Falling,Top Picks: Greg Wolf,GSDJ - https://proswingdjs.com/
Tessanne Chin,Fire,2015-11-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Eric Benet,Redbone Girl,2012-06-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Robin Thicke,Rollacoast,2010-03-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Justin Nozuka,Be Back Soon,2011-04-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Shawn Mullins,Homeless Joe,Top Picks: Chris Uren,GSDJ - https://proswingdjs.com/
Yuna,Lullabies,Top Picks: Jalene Haramia,GSDJ - https://proswingdjs.com/
The Chainsmokers,Side Effects Ft Emily Warren,2018-08-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Milt Buckner,The Beast,Top Picks: DJ Josh Angel,GSDJ - https://proswingdjs.com/
Selena Gomez,Love You Like A Love Song,GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
"Latto, Mariah Carey, DJ Khalid",Big Energy (Remix) [Clean],2022-04-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Otis Redding,Merry Christmas Baby,2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
Charlie Puth,Change Ft James Taylor,2018-06-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Lauv,I Like Me Better,2017-06-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Etta James,Dust My Broom,GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
Edsilia Rombley,The Way You Make Me Feel,Top Picks: Bruno Bittencourt,GSDJ - https://proswingdjs.com/
Carly Paige,Drive Slow,2018-09-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Usher,I Don’t Mind,2014-12-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Lizzo,Juice,2019-02-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Mighty Mo Rodgers,Black Coffee & Cigarettes,2012-01-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Basix,All Shook Up,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
Jeremy Zucker,Comethru with Bea Miller,2019-09-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Matt White,She’s on Fire,Top Picks: Kerrin Pollock,GSDJ - https://proswingdjs.com/
Ariana Grande,Into You,GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Trampled Under Foot,Bad Bad Feeling,2013-10-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Jazmine Sullivan,Bust Your Windows, - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Justin Timberlake,Suit & Tie,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
Jesse McCartney,Superbad,2014-08-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Capital Cities,Vowels,2016-10-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Xenia,The Man Who Can’t Be Moved,2011-07-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Anthony Hamilton,Woo,2011-11-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Anthony Hamilton,Mad,Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
Brandon & Leah,Showstopper,2013-06-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Portugal: The Man,Feel It Still (Ofenbach Rmx),2017-09-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
EZI,Dancin In a Room,2018-09-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Usher,DJ Got Us Falling In Love,2010-08-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Bruno Mars,Chunky,2017-01-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Ilya,Fast Car,2011-04-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
"The Soul Stirrers, Sam Cooke",I’ll Come Running Back To You,Top Picks: Celina Nelson,GSDJ - https://proswingdjs.com/
Will.I.Am,Feelin’ Myself,2014-03-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Marian Hill,Whisky,Top Picks: Michael Lambert,GSDJ - https://proswingdjs.com/
Kygo Ft Rhodes,Not Alone,2016-06-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Fifth Harmony,Worth It,2015-07-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Kelly Clarkson,Stronger (What Doesn’t Kill You),2012-03-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
"Castelle, Nic Hanson",We Don’t Need To Dance,Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
"Doja Cat, SZA",Kiss Me More (Clean),GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Ed Sheeran,Sing,2014-04-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Ciara,Overdose,2013-10-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Lizzo,Boys,2018-10-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Anthony Ramos,Either Way,Top Picks: Cher Peadon,GSDJ - https://proswingdjs.com/
DNCE,Cake By The Ocean,2016-02-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Leikeli47,Money (Clean),2017-10-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
India.Arie,Could Would Shoulda,2020-01-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Brandon & Leah,Showstopper,2013-05-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
TobyMac,I Just Need U,2018-03-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Keith Urban,Parallel Line,2019-04-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Billie Eilish,Therefore I Am,2020-11-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Christina Aguilera,Not Myself Tonight,2010-06-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Leona Lewis,Bleeding Love,Top Picks: JAmes Atwill,GSDJ - https://proswingdjs.com/
Anthony Russo,Thinkin Bout You,2019-11-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Mar,A Simple Go,Top Picks: Khayree Jones,GSDJ - https://proswingdjs.com/
Britney Spears,I’m A Slave 4 U,Top Picks: Liz Ravdin,GSDJ - https://proswingdjs.com/
Deluxe,Pony,Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
Anjulie,Addicted2Me,2010-04-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Brother Yusef,Bad Luck Messin’ with Me,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
John Mayall,The Laws Must Change (The Empire Fantastic Remix),Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
Slaptop,Can’t Figure It Out,2016-09-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Maroon 5,Payphone,2012-06-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Justin Bieber,Intentions Ft Quavo,2020-02-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Roomful of Blues,Turn It On Turn It Up,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
Flo Rida,Sweet Sensation,2018-02-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
"Lily Wood, Robin Schultz",Prayer in C,2014-09-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Macklemore & Ryan Lewis,Downtown,2015-09-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Mike Zito,Little Red Corvette, - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Chet Faker,1998,Top Picks: JAmes Atwill,GSDJ - https://proswingdjs.com/
Pitbull Ft Ne-Yo,Time Of Our Lives (Clean),2014-12-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Christine and the Queens,Tilted,2015-10-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Robin Thicke,Blurred Lines,2013-05-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Devon Cole,Sugar Daddy,2024-11-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Le Boeuf,So Much Love,2017-05-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Cameo Club,Contagious,2020-03-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Sage the Gemini,Now and Later,2017-02-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Katy Perry ft. Snoop Dogg,California Gurls,2010-07-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Bruno Mars,Treasure,2013-08-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Lindsay Eli,Champagne,2018-09-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Timbaland,Morning After Dark,2010-01-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Brother Yusef,Sweet Home Chicago,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
Matt Wertz,5:19,Top Picks: John Collini,GSDJ - https://proswingdjs.com/
Better than Ezra,Juicy,Top Picks: Donna Conley,GSDJ - https://proswingdjs.com/
Parson James,Only You,Top Picks: JAmes Atwill,GSDJ - https://proswingdjs.com/
Macy Gray,Let You Win,2011-02-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Ilya,Fast Car,2011-02-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Blithe,Don’t Blink,2019-06-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Lawrence,Friend or Enemy,Top Picks: Michael Lambert,GSDJ - https://proswingdjs.com/
"Snoh Aalergra, 6LACK",I Want You Around,Top Picks: John Collini,GSDJ - https://proswingdjs.com/
"Khalid, Kane Brown",Saturday REMIX,Top Picks: Koichi Tsunoda,GSDJ - https://proswingdjs.com/
Capital Cities,Safe & Sound,2014-01-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Peggy Scott-Adams,Whatcha’ Doing To Me,Top Picks: Sam Ghaida,GSDJ - https://proswingdjs.com/
Jaicko,Can I,2013-10-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Nic Hanson,Crush on You,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
Drax Project,Crazy,Top Picks: DJ Josh Angel,GSDJ - https://proswingdjs.com/
"Pia Mia, Chris Brown",Do it Again,Top Picks: Tana Abeni,GSDJ - https://proswingdjs.com/
"Phlake, Mercedes the Virus",Aliens Need Love Too,GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Shy Martin,Forget to Forget,2019-02-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Natalie,Slow Dance,2010-08-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Rationale,Fast Lane,Top Picks: Sam Ghaida,GSDJ - https://proswingdjs.com/
Allen Stone,Contact High,2012-05-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Robin Thicke Ft Nicki Minaj,Back Together,2015-08-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Justin Bieber,Love Yourself,Top Picks: Kerrin Pollock,GSDJ - https://proswingdjs.com/
Pharell Williams,Marilyn Monroe,2014-06-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Johnny Stimson,Gimme Gimme,2019-03-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Sam Smith,How Do You Sleep,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
Mo,Drum (Clean CeeZeeD),2016-10-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Marian Hill,Differently,2018-02-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Kaiak,Can’t Get You Out Of My Head,2017-11-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Ernie Halter,Whisper,2011-12-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Parson James,Temple (Mike the Kid Remix),2016-05-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Jordin Sparks,Freeze, - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Maroon 5,Secret,Top Picks: Ruby Lair,GSDJ - https://proswingdjs.com/
The Chainsmokers Ft Halesy,Closer,2016-09-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Austin De Lone,Let’s Walk,2009-11-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Usher,This Ain’t Sex,Top Picks: Kerrin Pollock,GSDJ - https://proswingdjs.com/
Demi Lovato,Body Say,2016-08-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Drake,"Hold On, We’re Coming Home",2013-09-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Amy Winehouse,"Valerie (Live, BBC Radio)",Top Picks: Greg Wolf,GSDJ - https://proswingdjs.com/
Brother Yusef,Blues Is My Story,GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
Two Feet,Flatline,2023-05-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Avenue Beat,Just the Two of Us,Top Picks: Khayree Jones,GSDJ - https://proswingdjs.com/
Anjulie,Addicted2Me,2010-08-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Johnnie Taylor,Cheaper To Keep Her,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
LonelyTwin,Electric Feel,Top Picks: Celina Nelson,GSDJ - https://proswingdjs.com/
Bruno Mars,Chunky,Top Picks: Kerrin Pollock,GSDJ - https://proswingdjs.com/
Nelly,Die A Happy Man,2016-02-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Jason Derulo,In My Head,2010-05-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Sam Smith,To Die For,Top Picks: Koichi Tsunoda,GSDJ - https://proswingdjs.com/
Lianne La Havas,Green & Gold,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
Usher,More,2010-07-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Usher,I Don’t Mind Ft Juicy J (Clean),2015-02-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Austin De Lone,Let’s Walk,2009-10-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Roomful Of Blues,Let It Snow,2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
Dua Lipa,Pretty Please,2020-06-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Lemon Ice,Stand By Me,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
Mark Ronson Ft Bruno Mars,Uptown Funk,2015-03-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Tomi,All I Wanna Do,2017-06-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Jason DeRulo,Try Me Ft Jlo,2015-09-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
"Kygo, OneRepublic",Stranger Things (Alan Walker Remix),Top Picks: Kaiano Levine,GSDJ - https://proswingdjs.com/
Shawn Mendes,Lost In Japan,2018-06-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Karmin,Brokenhearted,2012-07-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Joe,Compromise,2013-09-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Phlake,Chunks,2019-03-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Pharrell Williams,Gust of Wind,2014-03-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Ed Sheeran,Sing,2014-05-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Charlie Wilson,Back To Love, - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Pentatonix,Can’t Sleep Love,2015-09-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Dennis Lloyd,Nevermind,2018-12-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Parson James,Only You,2018-01-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Matt Nathanson,Come On Get Higher, - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Kid Ink Ft Usher & Tinashe,Body Language,2014-11-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
BB King,Christmas Comes but Once a Year,2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
Miss-Teeq,Scandalous,Top Picks: Tana Abeni,GSDJ - https://proswingdjs.com/
Yoav,Club Thing,Top Picks: Ruby Lair,GSDJ - https://proswingdjs.com/
Bruno Mars,Grenade,2011-02-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Elderbrook Ft. Rudimental,Something About You [Chill Mix],2019-11-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Ce Ce Wynans,I’ll Take You There,Top Picks: Rob Baen,GSDJ - https://proswingdjs.com/
L.U.S.T.,Sweetness of Your Love,2009-11-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Lauren Mitchell,Brown Liquor,Top Picks: Bruno Bittencourt,GSDJ - https://proswingdjs.com/
Who Is Fancy,Boys Like You,2016-01-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Jamie Cullum,Uptown Funk,Top Picks: Chris Uren,GSDJ - https://proswingdjs.com/
Ed Sheeran,Photograph,2015-06-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Billie Eilish,Bury A Friend,2019-08-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Mullally,Vibe,2022-01-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Andrew Allen,Loving You Tonight,2011-03-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Anthony Ramos,Either Way,Top Picks: Kaiano Levine,GSDJ - https://proswingdjs.com/
Ruthie Foster,Death Came a Knockin’,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Alma Ft. Kiiara,Chit Chat,2018-04-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Michael Jackson,Hollywood Tonight,2011-04-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Booker T. & the M.G.’s,Green Onions,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
"Portugal. The Man, Medasin",Feel It Still (Medasin Remix),Top Picks: Michael Lambert,GSDJ - https://proswingdjs.com/
Rudimental Ft Ed Sheeran,Lay It All On Me,2015-11-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Usher,Show Me,2012-11-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Beverly Knight,Beautiful Night,Top Picks: Chris Uren,GSDJ - https://proswingdjs.com/
Leon Bridges,Bad Bad News,2019-12-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Years & Years,Starstruck,2021-04-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
James Morrison,Man In the Mirror,2010-10-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Taylor Swift,False God,2019-10-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Ed Sheeran,I See Fire (Kygo Remix),2014-05-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Natalie La Rose,Somebody,2015-02-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Marc E. Bassy,So Simple,Top Picks: JAmes Atwill,GSDJ - https://proswingdjs.com/
Vince Harder,Fresh Eyes/ Bartender,2023-11-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Natalie La Rose Ft Jeremih,Somebody,2015-01-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Little Mix,Black Magic,2015-09-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
"Phlake, Mercedes the Virus",Aliens Need Love Too (Skip Intro),2022-12-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Matt White,She’s on Fire,Top Picks: Sam Ghaida,GSDJ - https://proswingdjs.com/
Robin Thicke,Get Her Back,2014-08-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Disclosure,Molecules,2016-01-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
The Script,The Man Who Can’t Be Moved,2010-04-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Eklo,"Sugar, Honey",2017-12-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Archie,Breeze of Ages,Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
Florrie,What You Doing This For?,Top Picks: Sam Ghaida,GSDJ - https://proswingdjs.com/
Jamie Woon,Lady Luck,Top Picks: Donna Conley,GSDJ - https://proswingdjs.com/
Mighty Mo Rodgers,Black Coffee and Cigarettes,2012-04-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Harry Styles,Watermelon Sugar,Top Picks: Martin Lahmann,GSDJ - https://proswingdjs.com/
Prince,How Come You Don’t Call Me Anymore,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
Tinie Tempah,Girls Like It Ft Zara Larsson,2016-03-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Nick Jonas,Levels,2015-08-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Andrew Strong,Mustang Sally,Top Picks: Bruno Bittencourt,GSDJ - https://proswingdjs.com/
Lou Rawls,All Around the World,Top Picks: Rob Baen,GSDJ - https://proswingdjs.com/
Shawn Mendes,Lost In Japan,2018-04-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Cee Lo Green,"Bright Lights, Bigger City",2010-12-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Bahari,Savage,2018-09-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Cunnie Williams,With or Without You,2010-09-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Shawn Mendes,If I Can’t Have You,2019-05-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Madilyn Bailey,"Break Up With Your Girlfriend, I’m Bored",2019-04-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Charlie Puth,Magic (Coldplay Cover),2014-08-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Jaheim,Ain’t Leavin Without You,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Charlie Puth,I Warned Myself,2019-08-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Toby Lightman,Slippin,2010-07-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Jason Mraz,I Feel Like Dancing,2023-03-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Bad News Brown,Reign,GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
Ella Henderson,Ghost (Oliver Nelson Rmx),2014-09-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Howie Day,Collide,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
